timestamp,flow_key,pkt_count,byte_count,duration_s,avg_pkt_size,avg_iat_ms,max_iat_ms
1776289201.955295,104.18.29.130,172.20.211.225,443,53005,TCP,1,86,0.0,86.0,0.0,0
1776289207.0024712,172.20.211.225,216.239.36.223,56701,443,TCP,1,55,0.0,55.0,0.0,0
1776289207.0024712,216.239.36.223,172.20.211.225,443,56701,TCP,1,66,0.0,66.0,0.0,0
1776289207.0024712,100.51.193.142,172.20.211.225,443,51264,TCP,2,138,0.0506,69.0,50.56,50.56
1776289207.0024712,172.20.211.225,100.51.193.142,51264,443,TCP,1,82,0.0,82.0,0.0,0
1776289207.0024712,172.20.211.225,104.18.13.46,54217,80,TCP,4,228,0.0511,57.0,17.03,51.1
1776289207.0024712,104.18.13.46,172.20.211.225,80,54217,TCP,2,126,0.0005,63.0,0.52,0.52
1776289207.0024712,172.20.211.225,142.251.150.119,52318,443,UDP,1,71,0.0,71.0,0.0,0
1776289207.0024712,142.251.150.119,172.20.211.225,443,52318,UDP,1,68,0.0,68.0,0.0,0
1776289207.0024712,172.20.211.225,20.42.65.85,65028,443,TCP,3,1777,0.0508,592.33,25.39,50.78
1776289207.0024712,20.42.65.85,172.20.211.225,443,65028,TCP,3,305,0.1014,101.67,50.7,101.4
1776289207.0024712,172.20.211.225,216.239.34.223,55968,443,TCP,1,55,0.0,55.0,0.0,0
1776289207.0024712,216.239.34.223,172.20.211.225,443,55968,TCP,1,66,0.0,66.0,0.0,0
1776289207.0024712,172.20.211.225,142.250.105.95,56258,443,TCP,1,55,0.0,55.0,0.0,0
1776289207.0024712,142.250.105.95,172.20.211.225,443,56258,TCP,1,66,0.0,66.0,0.0,0
1776289207.0024712,172.20.211.225,108.177.122.95,50876,443,UDP,1,71,0.0,71.0,0.0,0
1776289207.0024712,108.177.122.95,172.20.211.225,443,50876,UDP,1,67,0.0,67.0,0.0,0
1776289207.0024712,172.64.148.235,172.20.211.225,443,57391,TCP,2,138,0.0508,69.0,50.8,50.8
1776289207.0024712,172.20.211.225,172.64.148.235,57391,443,TCP,1,82,0.0,82.0,0.0,0
1776289207.0024712,172.20.211.225,173.194.219.95,51741,443,TCP,1,55,0.0,55.0,0.0,0
1776289207.0024712,173.194.219.95,172.20.211.225,443,51741,TCP,1,66,0.0,66.0,0.0,0
1776289212.0094051,172.20.211.225,142.251.15.95,56259,443,TCP,1,55,0.0,55.0,0.0,0
1776289212.0094051,142.251.15.95,172.20.211.225,443,56259,TCP,1,66,0.0,66.0,0.0,0
1776289212.0094051,172.20.211.225,34.198.237.150,56253,443,TCP,1,55,0.0,55.0,0.0,0
1776289212.0094051,34.198.237.150,172.20.211.225,443,56253,TCP,1,66,0.0,66.0,0.0,0
1776289212.0094051,172.20.211.225,104.18.13.46,51625,80,TCP,4,228,0.0507,57.0,16.91,50.72
1776289212.0094051,104.18.13.46,172.20.211.225,80,51625,TCP,3,186,0.0,62.0,0.0,0.0
1776289212.0094051,172.20.211.225,20.42.65.85,65028,443,TCP,3,1777,0.0,592.33,0.0,0.0
1776289212.0094051,20.42.65.85,172.20.211.225,443,65028,TCP,3,305,0.1016,101.67,50.79,101.57
1776289212.0094051,172.20.211.225,104.18.32.47,50413,443,UDP,10,10841,0.1539,1084.1,17.09,153.31
1776289212.0094051,104.18.32.47,172.20.211.225,443,50413,UDP,3,926,0.0516,308.67,25.78,51.57
1776289212.0094051,172.20.211.225,128.192.0.0,51190,53,TCP,6,376,0.0516,62.67,10.31,51.05
1776289212.0094051,172.20.211.225,128.192.0.0,57059,53,TCP,6,376,0.051,62.67,10.21,51.05
1776289212.0094051,128.192.0.0,172.20.211.225,53,51190,TCP,5,438,0.051,87.6,12.76,51.05
1776289212.0094051,128.192.0.0,172.20.211.225,53,57059,TCP,5,652,0.051,130.4,12.76,51.05
1776289212.0094051,172.20.211.225,172.253.145.94,62380,443,UDP,10,5101,0.0515,510.1,5.73,51.01
1776289212.0094051,172.253.145.94,172.20.211.225,443,62380,UDP,10,7054,0.1022,705.4,11.35,51.15
1776289212.0094051,172.20.211.225,128.192.0.0,62395,53,TCP,6,366,0.0,61.0,0.0,0.0
1776289212.0094051,172.20.211.225,128.192.0.0,49304,53,TCP,1,66,0.0,66.0,0.0,0
1776289212.0094051,128.192.0.0,172.20.211.225,53,62395,TCP,5,603,0.0,120.6,0.0,0.0
1776289212.0094051,172.20.211.225,128.192.0.1,62294,53,TCP,6,366,0.051,61.0,10.2,51.0
1776289212.0094051,128.192.0.1,172.20.211.225,53,62294,TCP,5,674,0.051,134.8,12.75,51.0
1776289212.0094051,172.20.211.225,64.233.176.101,60073,443,UDP,8,3922,0.001,490.25,0.15,1.03
1776289212.0094051,64.233.176.101,172.20.211.225,443,60073,UDP,9,4899,0.001,544.33,0.13,1.03
1776289212.0094051,172.20.211.225,128.192.0.1,54663,53,TCP,6,387,0.001,64.5,0.21,1.03
1776289212.0094051,172.20.211.225,128.192.0.1,52223,53,TCP,6,387,0.0511,64.5,10.22,51.1
1776289212.0094051,128.192.0.1,172.20.211.225,53,54663,TCP,5,411,0.0,82.2,0.0,0.0
1776289212.0094051,128.192.0.1,172.20.211.225,53,52223,TCP,5,625,0.0511,125.0,12.78,51.1
1776289212.0094051,172.20.211.225,142.250.9.95,51844,443,UDP,11,4090,0.2069,371.82,20.69,153.76
1776289212.0094051,142.250.9.95,172.20.211.225,443,51844,UDP,15,5060,0.2063,337.33,14.74,152.73
1776289212.0094051,172.20.211.225,128.192.0.1,49153,53,TCP,6,376,0.0015,62.67,0.31,1.02
1776289212.0094051,172.20.211.225,128.192.0.1,58068,53,TCP,6,376,0.0015,62.67,0.31,1.02
1776289212.0094051,172.20.211.225,108.177.122.95,50876,443,UDP,6,1564,0.2063,260.67,41.26,152.73
1776289212.0094051,128.192.0.1,172.20.211.225,53,49153,TCP,5,438,0.0005,87.6,0.13,0.53
1776289212.0094051,128.192.0.1,172.20.211.225,53,58068,TCP,5,652,0.0005,130.4,0.13,0.53
1776289212.0094051,172.20.211.225,172.253.145.94,56011,443,UDP,11,6688,0.1033,608.0,10.33,51.28
1776289212.0094051,108.177.122.95,172.20.211.225,443,50876,UDP,9,1738,0.2048,193.11,25.59,152.73
1776289212.0094051,172.253.145.94,172.20.211.225,443,56011,UDP,11,8397,0.1022,763.36,10.22,51.28
1776289212.0094051,172.20.211.225,100.51.193.142,51264,443,TCP,1,86,0.0,86.0,0.0,0
1776289212.0094051,172.20.211.225,104.120.129.43,62632,443,TCP,2,108,0.0503,54.0,50.3,50.3
1776289212.0094051,172.20.211.225,54.157.30.75,55649,443,TCP,5,1230,0.0503,246.0,12.57,50.3
1776289212.0094051,104.120.129.43,172.20.211.225,443,62632,TCP,2,138,0.0,69.0,0.0,0.0
1776289212.0094051,100.51.193.142,172.20.211.225,443,51264,TCP,1,60,0.0,60.0,0.0,0
1776289212.0094051,54.157.30.75,172.20.211.225,443,55649,TCP,8,2026,0.1014,253.25,14.48,101.39
1776289217.0522451,172.20.211.225,104.18.13.46,62759,80,TCP,4,228,0.0507,57.0,16.91,50.74
1776289217.0522451,104.18.13.46,172.20.211.225,80,62759,TCP,2,126,0.0507,63.0,50.74,50.74
1776289217.0522451,172.20.211.225,34.54.84.110,58358,443,TCP,1,55,0.0,55.0,0.0,0
1776289217.0522451,34.54.84.110,172.20.211.225,443,58358,TCP,1,66,0.0,66.0,0.0,0
1776289217.0522451,172.20.211.225,20.42.65.85,65028,443,TCP,3,1777,0.5055,592.33,252.73,505.46
1776289217.0522451,20.42.65.85,172.20.211.225,443,65028,TCP,3,305,0.505,101.67,252.49,454.38
1776289217.0522451,172.20.211.225,172.21.110.101,60816,7680,TCP,6,411,0.3528,68.5,70.57,301.87
1776289217.0522451,172.21.110.101,172.20.211.225,7680,60816,TCP,3,178,0.3019,59.33,150.94,301.87
1776289217.0522451,100.51.193.142,172.20.211.225,443,51264,TCP,1,818,0.0,818.0,0.0,0
1776289217.0522451,172.20.211.225,100.51.193.142,51264,443,TCP,1,54,0.0,54.0,0.0,0
1776289217.0522451,172.20.211.225,142.251.150.119,52318,443,UDP,2,142,0.0,71.0,0.0,0.0
1776289217.0522451,172.20.211.225,104.18.32.47,50413,443,UDP,17,17878,0.204,1051.65,12.75,202.95
1776289217.0522451,142.251.150.119,172.20.211.225,443,52318,UDP,1,67,0.0,67.0,0.0,0
1776289217.0522451,172.20.211.225,172.64.148.235,57391,443,TCP,2,199,0.102,99.5,102.04,102.04
1776289217.0522451,104.18.32.47,172.20.211.225,443,50413,UDP,9,3683,0.203,409.22,25.37,151.85
1776289217.0522451,172.64.148.235,172.20.211.225,443,57391,TCP,2,199,0.1015,99.5,101.53,101.53
1776289217.0522451,172.20.211.225,216.239.36.223,56701,443,TCP,1,55,0.0,55.0,0.0,0
1776289217.0522451,216.239.36.223,172.20.211.225,443,56701,TCP,1,66,0.0,66.0,0.0,0
1776289222.0871465,172.20.211.225,104.18.32.47,50413,443,UDP,177,181128,3.5218,1023.32,20.01,1262.82
1776289222.0871465,104.18.32.47,172.20.211.225,443,50413,UDP,77,146719,3.5208,1905.44,46.33,1262.82
1776289222.0871465,172.20.211.225,104.18.13.46,58326,80,TCP,4,228,0.0504,57.0,16.8,50.41
1776289222.0871465,104.18.13.46,172.20.211.225,80,58326,TCP,2,126,0.0,63.0,0.0,0.0
1776289222.0871465,172.20.211.225,172.64.144.52,65192,443,UDP,118,140544,0.3658,1191.05,3.13,153.69
1776289222.0871465,172.64.144.52,172.20.211.225,443,65192,UDP,57,10570,0.3129,185.44,5.59,152.66
1776289222.0871465,172.20.211.225,104.16.116.50,56232,443,TCP,1,55,0.0,55.0,0.0,0
1776289222.0871465,104.16.116.50,172.20.211.225,443,56232,TCP,1,66,0.0,66.0,0.0,0
1776289222.0871465,172.20.211.225,172.64.148.235,57391,443,TCP,2,199,0.1514,99.5,151.42,151.42
1776289222.0871465,172.20.211.225,142.251.150.119,52318,443,UDP,2,142,0.0,71.0,0.0,0.0
1776289222.0871465,142.251.150.119,172.20.211.225,443,52318,UDP,1,67,0.0,67.0,0.0,0
1776289222.0871465,172.64.148.235,172.20.211.225,443,57391,TCP,2,195,0.0507,97.5,50.67,50.67
1776289222.0871465,172.20.211.225,20.42.65.85,65028,443,TCP,3,1742,0.1018,580.67,50.88,101.76
1776289222.0871465,20.42.65.85,172.20.211.225,443,65028,TCP,2,245,0.0,122.5,0.0,0.0
1776289222.0871465,172.20.211.225,216.239.34.223,55968,443,TCP,1,55,0.0,55.0,0.0,0
1776289222.0871465,216.239.34.223,172.20.211.225,443,55968,TCP,1,66,0.0,66.0,0.0,0
1776289222.0871465,172.20.211.225,142.250.105.95,56258,443,TCP,1,55,0.0,55.0,0.0,0
1776289222.0871465,142.250.105.95,172.20.211.225,443,56258,TCP,1,66,0.0,66.0,0.0,0
1776289222.0871465,172.20.211.225,173.194.219.95,51741,443,TCP,1,55,0.0,55.0,0.0,0
1776289222.0871465,173.194.219.95,172.20.211.225,443,51741,TCP,1,66,0.0,66.0,0.0,0
1776289227.1049776,172.20.211.225,142.251.15.95,56259,443,TCP,1,55,0.0,55.0,0.0,0
1776289227.1049776,142.251.15.95,172.20.211.225,443,56259,TCP,1,66,0.0,66.0,0.0,0
1776289227.1049776,172.20.211.225,104.18.13.46,63314,80,TCP,4,228,0.0506,57.0,16.86,50.57
1776289227.1049776,104.18.13.46,172.20.211.225,80,63314,TCP,2,126,0.0,63.0,0.0,0.0
1776289227.1049776,172.20.211.225,104.18.32.47,50413,443,UDP,19,18067,2.0838,950.89,115.76,1779.5
1776289227.1049776,104.18.32.47,172.20.211.225,443,50413,UDP,8,2065,2.0838,258.12,297.68,1830.21
1776289227.1049776,172.20.211.225,20.42.65.85,65028,443,TCP,3,1776,0.1517,592.0,75.87,151.74
1776289227.1049776,20.42.65.85,172.20.211.225,443,65028,TCP,3,305,0.203,101.67,101.49,101.73
1776289227.1049776,172.20.211.225,34.54.84.110,53137,443,TCP,1,55,0.0,55.0,0.0,0
1776289227.1049776,34.54.84.110,172.20.211.225,443,53137,TCP,1,66,0.0,66.0,0.0,0
1776289227.1049776,172.20.211.225,128.192.0.0,60376,53,TCP,6,376,0.0016,62.67,0.32,1.03
1776289227.1049776,172.20.211.225,128.192.0.0,49932,53,TCP,6,376,0.0006,62.67,0.11,0.57
1776289227.1049776,172.20.211.225,128.192.0.0,55908,53,TCP,6,373,0.0016,62.17,0.32,1.03
1776289227.1049776,172.20.211.225,128.192.0.0,58661,53,TCP,6,373,0.0016,62.17,0.32,1.03
1776289227.1049776,128.192.0.0,172.20.211.225,53,49932,TCP,5,614,0.0006,122.8,0.14,0.57
1776289227.1049776,128.192.0.0,172.20.211.225,53,60376,TCP,5,400,0.0016,80.0,0.4,1.03
1776289227.1049776,128.192.0.0,172.20.211.225,53,55908,TCP,5,620,0.0006,124.0,0.14,0.57
1776289227.1049776,128.192.0.0,172.20.211.225,53,58661,TCP,5,611,0.0006,122.2,0.14,0.57
1776289227.1049776,172.20.211.225,74.125.21.95,57078,443,UDP,6,2972,0.0518,495.33,10.37,50.8
1776289227.1049776,172.20.211.225,172.217.215.94,50902,443,UDP,7,4267,0.0016,609.57,0.26,1.03
1776289227.1049776,74.125.21.95,172.20.211.225,443,57078,UDP,5,4117,0.0,823.4,0.0,0.0
1776289227.1049776,172.217.215.94,172.20.211.225,443,50902,UDP,8,5509,0.0005,688.62,0.08,0.53
1776289227.1049776,172.20.211.225,108.177.122.95,50876,443,UDP,1,71,0.0,71.0,0.0,0
1776289227.1049776,108.177.122.95,172.20.211.225,443,50876,UDP,1,67,0.0,67.0,0.0,0
1776289227.1049776,172.64.148.235,172.20.211.225,443,57391,TCP,2,138,0.0,69.0,0.0,0.0
1776289227.1049776,172.20.211.225,172.64.148.235,57391,443,TCP,1,82,0.0,82.0,0.0,0
1776289227.1049776,172.20.211.225,142.251.150.119,52318,443,UDP,1,71,0.0,71.0,0.0,0
1776289227.1049776,172.20.211.225,172.217.215.94,58482,443,UDP,7,3044,0.0508,434.86,8.46,50.76
1776289227.1049776,172.217.215.94,172.20.211.225,443,58482,UDP,7,4314,0.0508,616.29,8.46,50.76
1776289227.1049776,142.251.150.119,172.20.211.225,443,52318,UDP,1,68,0.0,68.0,0.0,0
1776289232.1166131,172.20.211.225,104.18.13.46,59767,80,TCP,4,228,0.0511,57.0,17.05,50.6
1776289232.1166131,104.18.13.46,172.20.211.225,80,59767,TCP,2,126,0.0511,63.0,51.14,51.14
1776289232.1166131,172.20.211.225,20.42.65.85,65028,443,TCP,3,1777,1.1609,592.33,580.44,1160.88
1776289232.1166131,20.42.65.85,172.20.211.225,443,65028,TCP,4,365,1.2115,91.25,403.84,959.15
1776289232.1166131,172.20.211.225,104.18.29.130,53005,443,TCP,2,260,0.1009,130.0,100.91,100.91
1776289232.1166131,104.18.29.130,172.20.211.225,443,53005,TCP,1,86,0.0,86.0,0.0,0
1776289232.1166131,172.20.226.225,172.20.211.225,53089,7680,TCP,5,417,0.0518,83.4,12.95,50.77
1776289232.1166131,172.20.211.225,172.20.226.225,7680,53089,TCP,3,206,0.0508,68.67,25.39,50.77
1776289232.1166131,108.177.122.95,172.20.211.225,443,50876,UDP,1,199,0.0,199.0,0.0,0
1776289232.1166131,172.20.211.225,108.177.122.95,50876,443,UDP,1,75,0.0,75.0,0.0,0
1776289232.1166131,172.20.211.225,216.239.36.223,56701,443,TCP,1,55,0.0,55.0,0.0,0
1776289232.1166131,216.239.36.223,172.20.211.225,443,56701,TCP,1,66,0.0,66.0,0.0,0
1776289237.1242177,172.20.211.225,104.18.13.46,59768,80,TCP,4,228,0.0511,57.0,17.03,50.56
1776289237.1242177,104.18.13.46,172.20.211.225,80,59768,TCP,2,126,0.0511,63.0,51.08,51.08
1776289237.1242177,172.20.211.225,20.42.65.85,65028,443,TCP,3,1742,0.8595,580.67,429.76,859.51
1776289237.1242177,20.42.65.85,172.20.211.225,443,65028,TCP,2,245,0.7584,122.5,758.36,758.36
1776289237.1242177,172.20.211.225,216.239.34.223,55968,443,TCP,1,55,0.0,55.0,0.0,0
1776289237.1242177,216.239.34.223,172.20.211.225,443,55968,TCP,1,66,0.0,66.0,0.0,0
1776289237.1242177,142.250.105.95,172.20.211.225,443,56258,TCP,3,180,0.0006,60.0,0.32,0.64
1776289237.1242177,172.20.211.225,142.250.105.95,56258,443,TCP,3,186,0.0,62.0,0.0,0.0
1776289237.1242177,172.20.211.225,173.194.219.95,51741,443,TCP,1,55,0.0,55.0,0.0,0
1776289237.1242177,173.194.219.95,172.20.211.225,443,51741,TCP,1,66,0.0,66.0,0.0,0
1776289237.1242177,172.20.211.225,162.247.243.29,60220,443,TCP,1,55,0.0,55.0,0.0,0
1776289237.1242177,172.20.211.225,162.247.243.29,59765,443,TCP,1,55,0.0,55.0,0.0,0
1776289237.1242177,162.247.243.29,172.20.211.225,443,60220,TCP,1,66,0.0,66.0,0.0,0
1776289237.1242177,162.247.243.29,172.20.211.225,443,59765,TCP,1,66,0.0,66.0,0.0,0
1776289242.1470566,172.20.211.225,142.251.150.119,52318,443,UDP,1,71,0.0,71.0,0.0,0
1776289242.1470566,172.20.211.225,142.251.15.95,56259,443,TCP,1,55,0.0,55.0,0.0,0
1776289242.1470566,142.251.15.95,172.20.211.225,443,56259,TCP,1,66,0.0,66.0,0.0,0
1776289242.1470566,142.251.150.119,172.20.211.225,443,52318,UDP,1,68,0.0,68.0,0.0,0
1776289242.1470566,172.20.211.225,104.18.13.46,58607,80,TCP,4,228,0.0505,57.0,16.84,50.52
1776289242.1470566,104.18.13.46,172.20.211.225,80,58607,TCP,3,186,0.0,62.0,0.0,0.0
1776289242.1470566,172.20.211.225,104.120.129.44,60425,443,TCP,1,55,0.0,55.0,0.0,0
1776289242.1470566,104.120.129.44,172.20.211.225,443,60425,TCP,1,66,0.0,66.0,0.0,0
1776289242.1470566,172.20.211.225,20.42.65.85,65028,443,TCP,3,1777,1.0101,592.33,505.06,1010.11
1776289242.1470566,20.42.65.85,172.20.211.225,443,65028,TCP,4,365,1.1622,91.25,387.42,757.74
1776289242.1470566,172.20.211.225,74.125.138.188,62172,5228,TCP,1,55,0.0,55.0,0.0,0
1776289242.1470566,74.125.138.188,172.20.211.225,5228,62172,TCP,1,66,0.0,66.0,0.0,0
1776289247.1960714,172.20.211.225,34.54.84.110,58358,443,TCP,2,192,0.0508,96.0,50.85,50.85
1776289247.1960714,34.54.84.110,172.20.211.225,443,58358,TCP,3,251,0.0508,83.67,25.42,50.85
1776289247.1960714,172.20.211.225,104.18.13.46,53318,80,TCP,4,228,0.0506,57.0,16.87,50.6
1776289247.1960714,104.18.13.46,172.20.211.225,80,53318,TCP,2,126,0.0506,63.0,50.6,50.6
1776289247.1960714,172.20.211.225,20.42.65.85,65028,443,TCP,3,1742,0.3526,580.67,176.3,352.6
1776289247.1960714,20.42.65.85,172.20.211.225,443,65028,TCP,2,245,0.302,122.5,301.99,301.99
1776289247.1960714,172.20.211.225,108.177.122.95,50876,443,UDP,1,71,0.0,71.0,0.0,0
1776289247.1960714,108.177.122.95,172.20.211.225,443,50876,UDP,1,67,0.0,67.0,0.0,0
1776289247.1960714,172.64.148.235,172.20.211.225,443,57391,TCP,2,138,0.0505,69.0,50.5,50.5
1776289247.1960714,172.20.211.225,172.64.148.235,57391,443,TCP,1,82,0.0,82.0,0.0,0
1776289247.1960714,172.20.211.225,216.239.36.223,56701,443,TCP,1,55,0.0,55.0,0.0,0
1776289247.1960714,216.239.36.223,172.20.211.225,443,56701,TCP,1,66,0.0,66.0,0.0,0
1776289252.2292726,172.20.211.225,104.18.13.46,49892,80,TCP,4,228,0.0503,57.0,16.76,50.27
1776289252.2292726,172.20.211.225,104.18.32.47,50413,443,UDP,35,38946,4.0733,1112.74,119.8,2859.16
1776289252.2292726,104.18.13.46,172.20.211.225,80,49892,TCP,3,186,0.0,62.0,0.0,0.0
1776289252.2292726,104.18.32.47,172.20.211.225,443,50413,UDP,15,3026,4.0733,201.73,290.95,2910.93
1776289252.2292726,172.20.211.225,128.192.0.0,62882,53,UDP,1,93,0.0,93.0,0.0,0
1776289252.2292726,172.20.211.225,128.192.0.0,50477,53,UDP,1,93,0.0,93.0,0.0,0
1776289252.2292726,172.20.211.225,20.42.65.85,65028,443,TCP,3,1777,0.0504,592.33,25.18,50.36
1776289252.2292726,172.20.211.225,216.239.34.223,55968,443,TCP,1,55,0.0,55.0,0.0,0
1776289252.2292726,128.192.0.0,172.20.211.225,53,62882,UDP,1,278,0.0,278.0,0.0,0
1776289252.2292726,128.192.0.0,172.20.211.225,53,50477,UDP,1,478,0.0,478.0,0.0,0
1776289252.2292726,216.239.34.223,172.20.211.225,443,55968,TCP,1,66,0.0,66.0,0.0,0
1776289252.2292726,20.42.65.85,172.20.211.225,443,65028,TCP,3,305,0.1006,101.67,50.31,100.61
1776289252.2292726,108.177.122.95,172.20.211.225,443,50876,UDP,1,200,0.0,200.0,0.0,0
1776289252.2292726,172.20.211.225,108.177.122.95,50876,443,UDP,1,75,0.0,75.0,0.0,0
1776289252.2292726,172.20.211.225,173.194.219.95,51741,443,TCP,1,55,0.0,55.0,0.0,0
1776289252.2292726,173.194.219.95,172.20.211.225,443,51741,TCP,1,66,0.0,66.0,0.0,0
1776289252.2292726,172.20.211.225,142.251.15.95,56259,443,TCP,1,55,0.0,55.0,0.0,0
1776289252.2292726,142.251.15.95,172.20.211.225,443,56259,TCP,1,66,0.0,66.0,0.0,0
1776289257.2682767,172.20.211.225,34.198.237.150,56253,443,TCP,1,55,0.0,55.0,0.0,0
1776289257.2682767,34.198.237.150,172.20.211.225,443,56253,TCP,1,66,0.0,66.0,0.0,0
1776289257.2682767,172.20.211.225,104.18.13.46,65121,80,TCP,4,228,0.0513,57.0,17.09,51.28
1776289257.2682767,104.18.13.46,172.20.211.225,80,65121,TCP,2,126,0.0508,63.0,50.76,50.76
1776289257.2682767,172.20.211.225,128.192.0.0,57779,53,TCP,6,387,0.0513,64.5,10.26,51.31
1776289257.2682767,172.20.211.225,128.192.0.0,60869,53,TCP,6,387,0.0513,64.5,10.26,51.31
1776289257.2682767,172.20.211.225,128.192.0.0,57008,53,TCP,6,372,0.0513,62.0,10.26,51.31
1776289257.2682767,172.20.211.225,128.192.0.0,59509,53,TCP,6,372,0.0513,62.0,10.26,50.32
1776289257.2682767,128.192.0.0,172.20.211.225,53,57779,TCP,5,411,0.0513,82.2,12.83,50.32
1776289257.2682767,128.192.0.0,172.20.211.225,53,60869,TCP,5,801,0.0513,160.2,12.83,50.32
1776289257.2682767,128.192.0.0,172.20.211.225,53,59509,TCP,5,1181,0.0513,236.2,12.83,51.31
1776289257.2682767,128.192.0.0,172.20.211.225,53,57008,TCP,5,457,0.0513,91.4,12.83,51.31
1776289257.2682767,172.20.211.225,173.194.219.95,50769,443,UDP,9,5577,0.0011,619.67,0.13,1.05
1776289257.2682767,173.194.219.95,172.20.211.225,443,50769,UDP,12,5995,0.0011,499.58,0.1,1.05
1776289257.2682767,172.20.211.225,142.251.150.119,52318,443,UDP,1,71,0.0,71.0,0.0,0
1776289257.2682767,142.251.150.119,172.20.211.225,443,52318,UDP,1,68,0.0,68.0,0.0,0
1776289257.2682767,172.20.211.225,20.42.65.85,65028,443,TCP,3,1777,0.0,592.33,0.0,0.0
1776289257.2682767,20.42.65.85,172.20.211.225,443,65028,TCP,3,305,0.1015,101.67,50.73,101.46
1776289257.2682767,172.20.211.225,34.54.84.110,53137,443,TCP,2,192,0.0509,96.0,50.93,50.93
1776289257.2682767,34.54.84.110,172.20.211.225,443,53137,TCP,3,251,0.0,83.67,0.0,0.0
1776289257.2682767,172.20.211.225,35.186.224.24,51772,443,TCP,2,108,0.0,54.0,0.0,0.0
1776289257.2682767,35.186.224.24,172.20.211.225,443,51772,TCP,1,60,0.0,60.0,0.0,0
1776289257.2682767,172.20.211.225,172.20.96.101,52382,7680,TCP,6,992,0.0,165.33,0.0,0.0
1776289257.2682767,172.20.96.101,172.20.211.225,7680,52382,TCP,5,942,0.0,188.4,0.0,0.0
1776289257.2682767,172.20.211.225,54.157.30.75,55649,443,TCP,1,55,0.0,55.0,0.0,0
1776289257.2682767,54.157.30.75,172.20.211.225,443,55649,TCP,1,66,0.0,66.0,0.0,0
1776289262.297613,172.20.211.225,104.18.13.46,52383,80,TCP,4,228,0.0,57.0,0.0,0.0
1776289262.297613,104.18.13.46,172.20.211.225,80,52383,TCP,3,186,0.0,62.0,0.0,0.0
1776289262.297613,172.20.211.225,20.42.65.85,65028,443,TCP,3,1777,0.0,592.33,0.0,0.0
1776289262.297613,20.42.65.85,172.20.211.225,443,65028,TCP,3,305,0.1029,101.67,51.46,102.91
1776289262.297613,172.20.211.225,104.18.29.130,53005,443,TCP,2,260,0.0506,130.0,50.58,50.58
1776289262.297613,104.18.29.130,172.20.211.225,443,53005,TCP,1,86,0.0,86.0,0.0,0
1776289262.297613,172.20.211.225,100.51.193.142,51264,443,TCP,1,55,0.0,55.0,0.0,0
1776289262.297613,100.51.193.142,172.20.211.225,443,51264,TCP,1,66,0.0,66.0,0.0,0
1776289262.297613,172.20.211.225,74.125.21.95,60001,443,UDP,6,2973,0.0517,495.5,10.34,50.62
1776289262.297613,172.20.211.225,172.217.215.94,55741,443,UDP,6,2973,0.0517,495.5,10.34,50.62
1776289262.297613,74.125.21.95,172.20.211.225,443,60001,UDP,5,4105,0.0,821.0,0.0,0.0
1776289262.297613,172.217.215.94,172.20.211.225,443,55741,UDP,5,4098,0.0,819.6,0.0,0.0
1776289262.297613,172.20.211.225,142.251.150.119,52318,443,UDP,1,71,0.0,71.0,0.0,0
1776289262.297613,172.20.211.225,172.217.215.94,49673,443,UDP,7,4262,0.0517,608.86,8.61,50.57
1776289262.297613,172.217.215.94,172.20.211.225,443,49673,UDP,6,4157,0.0011,692.83,0.22,1.08
1776289262.297613,142.251.150.119,172.20.211.225,443,52318,UDP,1,68,0.0,68.0,0.0,0
1776289262.297613,172.20.211.225,216.239.36.223,56701,443,TCP,1,55,0.0,55.0,0.0,0
1776289262.297613,216.239.36.223,172.20.211.225,443,56701,TCP,1,66,0.0,66.0,0.0,0
1776289267.3039217,172.20.211.225,104.18.13.46,61076,80,TCP,4,228,0.0533,57.0,17.75,53.25
1776289267.3039217,104.18.13.46,172.20.211.225,80,61076,TCP,2,126,0.0533,63.0,53.25,53.25
1776289267.3039217,172.20.211.225,104.16.116.50,56232,443,TCP,1,55,0.0,55.0,0.0,0
1776289267.3039217,104.16.116.50,172.20.211.225,443,56232,TCP,1,66,0.0,66.0,0.0,0
1776289267.3039217,172.20.211.225,216.239.34.223,55968,443,TCP,1,55,0.0,55.0,0.0,0
1776289267.3039217,216.239.34.223,172.20.211.225,443,55968,TCP,1,66,0.0,66.0,0.0,0
1776289267.3039217,172.20.211.225,20.42.65.85,65028,443,TCP,3,1777,0.001,592.33,0.51,1.01
1776289267.3039217,20.42.65.85,172.20.211.225,443,65028,TCP,3,305,0.0513,101.67,25.64,50.27
1776289267.3039217,172.20.211.225,128.192.11.172,137,137,UDP,1,110,0.0,110.0,0.0,0
1776289267.3039217,100.51.193.142,172.20.211.225,443,51264,TCP,2,138,0.0509,69.0,50.87,50.87
1776289267.3039217,172.20.211.225,100.51.193.142,51264,443,TCP,1,82,0.0,82.0,0.0,0
1776289267.3039217,172.20.211.225,108.177.122.95,50876,443,UDP,1,71,0.0,71.0,0.0,0
1776289267.3039217,108.177.122.95,172.20.211.225,443,50876,UDP,1,67,0.0,67.0,0.0,0
1776289267.3039217,172.64.148.235,172.20.211.225,443,57391,TCP,2,138,0.0505,69.0,50.48,50.48
1776289267.3039217,172.20.211.225,172.64.148.235,57391,443,TCP,1,82,0.0,82.0,0.0,0
